instance,ordinary_sha256,portable_sha256,ordinary_action_sha256,portable_action_sha256,ordinary_nodes,portable_nodes,ordinary_llm_calls,portable_llm_calls,action_tree_equal
sympy__sympy-14774,7ac1f057de2b1607475a3c22ac74963d012d976cada4e5be0c802b48f0339e80,7d558d9a0c64b731ff852db15fdc8a12c97534310cf7f5d168f83e1009e1a7bf,3a229ea03c522fc0bdf0df7c36a5b6f45b311ef4d416dbeead72081e5a0af20b,2854e4cba4a1fcd2c4d9fafa3501ee461dc4dcb844bf5c4fa1432212d868fd94,5,30,5,30,False
sympy__sympy-14817,42affbb65e8359de21cfbcf7e842d76bb157d452765d8127ac37da1e5917cb85,7cedfcfe1e79b3a14be6275ea70bfb4443ad6a1db56a4709e6311800930a637c,5d69bcb8f18763f19e0821bbff62b19bf90c966b8098e2a84f3936a1c7b1fe8a,6e7e6fa34a13bffb435a825f8faa008387700c52b02887fe6aa5d20af661cc87,30,30,33,32,False
sympy__sympy-15011,5febf406f3cb59f2a508dfb91ebb4705ff68a272d03d669d7ca7c92aa5f7a221,95549a6f6feef4cb63cb6987faac7f322916b57670b1582c101b9149ad1bbdd7,fb9482ad80b5fd19be3310614fc2f3a8a7650ff361bf78876878ffbe65456555,238a947439c36143b5271f54feea439c7ccf1259b70c9de6f97bff5816c31ada,30,6,33,7,False
sympy__sympy-15345,6b29fc98389e36c5dccbd3efd61afea647115ca24395c4fe8891cdcbf954d613,8b5072d9d010efaab7a6af5eac8a78d55662f23212f80b6451caf74496699f09,39a64de150b95d436fa24b75cea3dd032cf7aa2e41708d24618a42d4c383718a,7f27301f1a1e81be58b08e68689a17d554bd71739c9ce603dbf1ccb5399712b5,30,30,37,37,False
sympy__sympy-15678,78fb84fda9d71fe642e3fcc3bfbb345b189ca926f6d0694a0692655ddcdc5e9f,34f30bd60d92c01428e2c2f6830a20c9cecaf38adbc66a79e08e9077336d72b0,4ccce45f5328c00c0b1e185be56ca1cecf10cc2d404cba13ce5a792a4e2860d8,bffa541d31535d95af49c93773d10692f4ed8dee2e58019c431cfb4baeb75ffa,30,30,34,32,False
sympy__sympy-16106,a7d5a5d7060fecfdd1128eff69c806e695cf22a3e105b553ea732acf837430ce,b4303cc4948a418d7fa5cd56db7762c01bb40de85a4221847c361a64356f815e,4c59e563ccbebdcd7c6730d619135e28c8816cf8175ba65922da8d5dece01a42,35e3e4498f6c857f7b09a423b195753d0ee87ee02ff59220a3533e8f505c3910,30,30,31,40,False
sympy__sympy-16281,10ab7f0a80c691a0e12eb454ae394748a7a7c57b51bf8cd7ff6a9b5d854fa701,209ae4cd2d272dadd45bb9c47bf951c7680b66217bd195c230c1fe9fdd377d24,9eff31638571a1da6f79a0769a0582c14001157be805d15e3d2f2c7e626769a4,ada644da5cc68f225d659bde68858c4e47a07656b1f68b11be6d728be169fb5e,30,30,35,36,False
sympy__sympy-16792,fa5c5b56048a9f4d625772719c5b9d1b33a8dc1b095b2cdc87f6c0f5f5f6d927,809ec453c565842d820f1c8ec873ada453be5ec63affb77663c5c606a45d1dc4,a1ad450620cb48c18f7578ce9be2368e9e60e5d9f10ada8ee8d6f4fa10c20f2f,64df82f7e776aae1e5564de1a8daace468983c79a0a746382ee2f1cdb96d9e77,30,30,33,31,False
sympy__sympy-16988,374f8727c158d75f0a04dec247ca78c8ca6986fde9968fd9cc50ad6927c30dae,31fd142c0098d38d61290998cb5f9096f7542a5c99d34fa455ff9a907c847bb5,afd03880b8c8ef673a0306e151f0b5a9c548c18795f58666a9a7bb576f9c927b,3aac185d46da5f47adc18005c406a4c36758d826453e1e6105c1033c7b31fffe,30,30,36,33,False
sympy__sympy-17139,b5c7eb1fecce71f36d92bdb316f751fa1d66ddaac82b19ae6aacc9c4a1355fee,ab97c9cb6ed96666d68b3f69bb46e6efaa5a791fdb67a355696422e371afe8fa,77d7bf65690f04256a6f79ca1018209cc18ce67c592ae2c21bc9706c3093b768,b4a96d2a59a34c8ae06756f6e9fd667c0ffb13e9d9884c65e16cf055ea6ad0b5,30,30,34,29,False
sympy__sympy-17630,c0976bba64ec22a02b9404c8486f27f153a9ad92ae963e411c433f758a471862,731a657668061ea67f5cd6d29976734a97c83f0b74270a93d9f6913a479b93ee,0ab31706cdcc46c69bc32def1531e0f09afbc0238779146aedf92a611f643c14,d779c89d76a350fcbb9f73917d7fdcb2ec45f58de8ff21789490de988da946ea,30,30,32,32,False
sympy__sympy-17655,84898da88f5f0a18caba3020d65eff37b66b8e86e9fac2e2161a5005c8fba19d,07709c42bb7ee345e1413b2f03a4271c6af2c16b2487f8aef07fea578f261070,1e36b668738d839d3048cf953b22bea3e27f1cfb4b5b86874be2ebc005b02ba6,fecd414ed6ac3c63d4f79648e921f70323e34e6e1ec77ed4a8a6bf62debfef7c,30,30,37,35,False
sympy__sympy-18057,9263974ff2705a394b075de713dbc493c3a32ec01bb78680463b8ed044995311,ba65a59c7519a73fb6d48aa81bc13695fa2e6f1c5db95f76fc9c2913efd94b19,4a3c435bf7b98a2649b01368e6dc5e74bd2e6e115fef3fe66062b3f73a6d7f69,b0295c14b2a78c65aaaad2e7dfdee78bc4f3a0e06f442e65bdf7ca7a1dc354a9,30,30,34,32,False
sympy__sympy-18087,9024e6c5423fa7b06afae62ba5f91b5c7a06a886cfe799a77707f9c527f9af2b,9b0887ef3c119944c1133fe9e3849cd804bed55d0d7abde6de77536e563a0d28,5c32f0793e104e6c85a642f89404bc55af9fd853a9ef42c2ab6f2bf19ac853c5,64321a88436775b1df2f4d92573ca6aa364e191ce93275f34e2dc7a225d33ce2,30,30,32,35,False
sympy__sympy-18189,9e36d21196800734ceead347646d7172c24e80adc52c04a313a3b8ed34030671,2b25d06a8bf5bf18e12ea03cd544406eb4acc6b88ef3f8ee0b13af2d0027a6a6,f90b3684da1b76ee870e6df976825ac27a7ecc2328c86527b72b930fdaf801a2,5dcba0b873b74e96d1b0e085c94b3e2f4fc90d675d1c1f846949f6a5f49e5d28,30,30,49,42,False
sympy__sympy-18199,0b491c94203debc2cbc7bed96159326537e710df20689378b0d2be81ed494d73,0cd7cbbac11bc58d3dc91302ba9e8fd42338432a3663730281b94a4f21b5c4ac,d71db23f2d31503415094f903ce86b7363a452efa74f195c6236c9f6e618bcd4,dc25c5bdaa94fac207192bf184ba28f61e0f80e392ef246983e89681d93a5d4d,30,30,33,32,False
sympy__sympy-18621,b08b9d06e54afbb2f81ad35bd7e0c2eb6399fbc9cf97245c89635736bf13fcf4,3a28e5920b20d98ba2671a0e2c6d473611fc976901767291f7d43d705bceb9b3,884130c817b43994f8c5fa4263fcc96d92a2ab974d2ac5ed5489c8632eb96bb8,6ee5ad34dddf213ec1aeca963050c3fa0a11edff3706136b83060ab708e06eda,30,30,37,36,False
sympy__sympy-18698,747ccc8551da0d1d8d537ac6f7e888f44f55c2e4f31d7139a8c3ea8b54cd203f,e7646b75c567a2be35d6b1626876720c844dbc17a2008e06cf0f44f37b361500,63b7076dcd5784af9c5d22dbbdf3c340d7b2c9b28a21f18eed2e1af3f73ef2be,57d945739200907a5ded9fa9db3f7c7679fcca40ed08e3a780827e2cd65d1878,30,30,38,34,False
sympy__sympy-18835,a9f8f08f071d054ea87c65c88ead98144c55bfe360a4fa675b70f7aa1428130d,8f623923fe0d4c1ab8f2c29ce462acc28c42dd4fe99efe969b5ea245e7de5ad1,3462fa76f7b1aa122caa95bea2fff4043893ae0c66e9ab1753305e913c1e8e87,3f9319386f7ccc8e324b81dee2b4a87627331edcf2e29075adea4bbae13c3b6d,30,30,35,30,False
sympy__sympy-19007,b2aac14a741a8bab92e33d5100c17f8482078703b5bc44ddb19f24b2f535a8db,ee7fb491ddf7222f129e8fba2ed18825f4befbc34cac6a95953b031f1180c166,50141c71ac262b5158b66bbdf459f66081e84fd8bbd1cb8e194285e8be8b6cd1,5e401276be0db3031317a321aae590c7e794d8a1301e462afa1b3394a5744f14,30,30,32,31,False
sympy__sympy-19254,123259a98e6169a5ef0d88590cd1feaeea76c3478364548d026891e233094b58,b6d0ee1239a7f08470c2eda560ec656bb84ca6fc5a471052ea732e07a30d7716,534bd7a562f3c683fab9cf43856068a1d541113fca7f4ee798bfb77ac2a40cf8,fd396d0ffa4c9924ce72a5bcb44aabbeffc383ded48ed81df7a26e6c9c4371c9,30,30,33,39,False
sympy__sympy-20154,36c825f0c9c6b5d6f63fab41b6865b2152bb0641723a9e259c7d9019464b9b87,a6206e5b1414fb27d37e35160f6df3e7a3b15021118029312ce824f27532277e,0339b48eb1caf3afc65ff8f2433b9cb6265f275c8baf62a918c57ece8fbaa6cc,e9f8cc526cef803a485e9b23a6a6ee9f62bf28b66597804302a4447d596ab00a,30,30,39,32,False
sympy__sympy-20212,4c31a10cdc90faca84f25d2aeea5a0b169152bb10bf436d935d52ad8861aa635,ff9aa40532f3f7e32ee5aa902c0fff5171cce8fe2b74eb83d75dac430c3ea614,7575678402e1ffedfc00362f2efc8211e02ae8bcf48c812e282c4131723c8c0b,16a3d21433e7099b287b663f73987041f5991f738a2bf96a506b15f35c8206fc,30,30,43,43,False
sympy__sympy-20442,abe2f78242bd48afdade1c156ddafb2dfeae85d7869ce65851343f96b949c41e,38eec73ce3e6a1da13c26acc86bf2705f717b3ebc8d4904e84bfd5a36cf9366e,bd48d9b11d6fa4007ea37d0aba769bb43877c0bd4df1b03ca984891fc1a036fa,8a742bf43f4784ca1702a17ecdf0667461185f97bfcfcd7dd5a635223f098a2a,30,30,35,29,False
sympy__sympy-20590,620b1d21d10ed5bb0e2f31ef140f571a2c45caec691356b834ce0d99f4783714,029fa5ace01ea7a3ff2db5083eb52c0076abe7474e4d6e875fd24d10adc212e9,aca803ee861fcc0e6ed12ac066a4b5437fcf80652454b363e1785c9c7ddb2966,244c3040162c789ec2d823e7b80378a9959e59810f8d02812615e7774d9edfe4,30,30,34,36,False
sympy__sympy-20639,d93302c3b70488c975e4acc4f5778f93bcb66040cdd8b2fc492d39c37ed9e9bc,542109288262d49c0405218914108f07eee338a8c82dff5a9c420fdb52085c91,4c900e5484861b51f063269257c303ccd3f36d76cb822c32d2090558ebe56a2c,43e881fb7a15e5ad7c36853d760b4996634f41ab802c74d8e026234df87457a3,30,30,35,39,False
sympy__sympy-21055,ba2414177b528ce9b53aed6e6a55e95e7ef8e437c5cf800f2aa8f74c9626a92a,ab5ec01d17566de99e6a25533ca7709e0b72c696b7f41f5fa241ad983bae2181,d4837d76eee83be45a1ad5fe6ae06f2ee98c16bd1a9a64fa66ecf728d69919f6,49143df132db2679f55428487c5d057fc8b98e6fae48e88fd94c421b7c01cfd9,30,30,32,33,False
sympy__sympy-21171,8045c6c39a88e4f8321e00b1e3cfeaab7ad412b9c89202de57f94d945215daee,600b07c7a31f1b0cdc60dc57939197f51095a9f9f46780220d8ab9723e4bbd06,003f3b7f408f38541e9732a4b485cb407266837fdb271b586c353085bf21fab7,2e70f6368772ed1e5243c3aa0c7184d58b81dc0d74446e57b17b385d715361c1,30,30,35,30,False
sympy__sympy-21379,68d8d7b26ea7245a656f4a575e0d3f3e67ebc775beff1fdc834a9306f7e0696c,d7b3d78d080edcba0b46df333c56bfa5240df74f447c13719061ccdcbd37cd6d,1499dff8bb87fc3d2922233e8f531870ffb52d9b21922eeeec01d71084a28b95,254f9c682e7a0441026d1a194918e69f883490be253fddd6499d8dde4cf0ff05,19,30,26,38,False
sympy__sympy-22840,df626cda352249292851ae8d66ee94b010c84401da92f2805c7eef3b8d829d18,1fab9fd1162d37529f69ea23f9d1e8488fdc2ea20aecd67ab43c30ef067dee8b,dfca631fd34880846e822ba6561f8a70a925079e0ab40e67e7fe98cfe12634ff,ca944a59b923a1840d750df9d831e82c9f2e4d0d13d3c298f1c2a15b84e015ad,30,30,33,34,False
